DateTime,AddedIPs,RemovedIPs
1545702255,206,0
1545703219,196,0
1545704182,167,0
1545705143,182,0
1545706094,168,0
1545707080,188,0
1545708010,182,0
1545710165,185,144
1545711648,173,0
1545713312,186,0
1545714253,160,0
1545715223,122,0
1545716193,175,0
1545717164,205,162
1545718336,149,0
1545719297,166,0
1545720264,155,0
1545721224,158,0
1545722183,146,0
1545723194,138,0
1545724838,126,0
1545725785,179,0
1545726739,114,0
1545728416,143,152
1545729404,157,135
1545730356,150,0
1545731297,122,173
1545732262,298,142
1545733213,320,0
1545734188,142,0
1545735136,154,0
1545736124,171,0
1545737054,193,0
1545738013,166,0
1545739966,178,0
1545740909,127,0
1545741875,126,127
1545742822,137,0
1545743783,135,139
1545744737,140,0
1545746428,142,281
1545747646,221,0
1545748572,127,0
1545749534,132,0
1545750495,135,181
1545751454,134,0
1545752415,137,0
1545753883,145,150
1545754833,121,0
1545755779,101,0
1545761563,132,128
1545767049,147,0
1545768025,127,0
1545768981,135,0
1545769944,147,0
1545770891,132,0
1545771899,146,0
1545772845,136,0
1545774017,127,0
1545775004,110,0
1545775967,122,142
1545777137,106,104
1545778133,138,0
1545779062,147,104
1545780011,134,0
1545780980,146,0
1545781977,151,90
1545782904,151,0
1545783863,125,0
1545784820,144,0
1545785781,131,0
1545786742,125,0
1545787717,99,0
1545788679,116,232
1545789642,133,111
1545790582,156,0
1545794444,178,596
1545797062,189,117
1545798017,169,0
1545798989,142,131
1545800420,161,142
1545801388,135,113
1545802340,106,93
1545803299,150,127
1545804262,155,160
1545805225,146,100
1545806446,139,125
1545809318,139,363
1545810252,137,113
1545811321,124,98
1545812413,156,136
1545813638,121,87
1545814596,166,0
1545815539,119,104
1545816489,116,112
1545817455,134,141
1545819144,128,360
1545820816,109,405
1545822763,98,316
1545824650,138,326
1545827556,148,270
1545838366,162,1376
1545840276,154,144
1545841708,176,268
1545843403,158,122
1545845562,175,0
1545846739,181,0
1545848409,206,133
1545850116,188,0
1545851537,144,0
1545853208,148,0
1545854914,178,263
1545856586,151,277
1545858756,151,289
1545864039,145,671
1545869561,172,986
1545871937,160,306
1545873636,144,310
1545875804,154,282
1545881798,158,533
1545883478,183,166
1545884448,204,146
1545886595,160,148
1545889477,169,445
1545892357,149,500
1545895476,187,160
1545898465,177,500
1545902675,210,706
1545904124,169,370
1545905060,165,0
1545906737,166,165
1545907697,204,144
1545911084,187,330
1545912083,230,0
1545913208,272,0
1545914193,181,193
1545915129,165,0
1545916576,173,0
1545917541,188,0
1545918493,181,0
1545920913,186,0
1545922358,193,0
1545923328,159,0
1545924517,162,0
1545925454,165,157
1545926429,180,0
1545927403,190,147
1545928337,147,174
1545929299,183,0
1545930766,148,167
1545931939,164,0
1545932895,153,158
1545933887,132,179
1545934809,200,0
1545935770,158,185
1545936731,134,190
1545937740,186,0
1545939875,140,304
1545940819,140,0
1545941778,144,165
1545943470,148,146
1545944438,143,0
1545945403,148,173
1545946349,158,0
1545947336,156,0
1545948290,151,0
1545949240,177,0
1545950180,143,0
1545951133,130,129
1545952118,151,0
1545953081,156,0
1545954052,149,0
1545954971,131,0
1545955942,164,0
1545956923,150,160
1545957899,165,0
1545958839,146,124
1545959801,123,0
1545960737,138,111
1545961695,126,0
1545962924,149,138
1545963850,158,0
1545964811,150,0
1545965791,129,0
1545966760,127,0
1545967934,129,0
1545968899,148,125
1545969877,168,0
1545971420,144,317
1545972744,119,0
1545973696,124,128
1545974671,143,0
1545975611,116,0
1545976843,127,144
1545982400,204,288
1545987857,164,148
1546001794,177,1519
1546012839,167,1353
1546022203,196,1464
1546023876,182,146
1546025543,169,196
1546027478,171,305
1546028915,199,155
1546031068,182,296
1546033463,199,337
1546034412,153,173
1546036813,164,532
1546038975,152,332
1546042118,226,508
1546045714,212,707
1546047164,180,335
1546048347,196,146
1546050753,170,376
1546053866,187,525
1546056746,185,596
1546059027,222,186
1546060824,241,384
1546062758,236,428
1546064441,214,214
1546065397,197,0
1546067793,181,0
1546069477,178,283
1546070452,179,0
1546072340,184,0
1546074759,204,230
1546077132,192,0
1546079310,211,0
1546081946,185,0
1546083879,212,0
1546087474,178,0
1546088919,175,186
1546091080,189,0
1546096116,176,0
1546098992,185,0
1546100675,223,164
1546102573,194,0
1546104746,145,0
1546105950,153,0
1546108357,187,0
1546110026,190,182
1546111459,184,181
1546113140,229,167
1546115555,169,332
1546116731,160,0
1546117719,226,182
1546119439,153,0
1546120592,198,177
1546122033,230,159
1546124204,174,147
1546125876,170,147
1546127582,174,0
1546129250,185,198
1546130681,166,0
1546132848,228,200
1546133810,161,156
1546135934,151,161
1546138352,196,147
1546141469,182,162
1546143186,178,155
1546145559,182,172
1546146524,181,0
1546147475,158,206
1546161162,168,1491
1546170039,197,567
1546171957,191,207
1546175074,186,168
1546176298,192,168
1546177940,215,173
1546180364,173,0
1546181789,206,0
1546183470,189,181
1546185165,153,0
1546187539,175,380
1546188758,183,0
1546191160,188,359
1546193052,187,167
1546194037,245,0
1546196188,177,180
1546198574,185,359
1546199550,190,221
1546201706,219,0
1546203875,171,328
1546206276,184,408
1546207214,179,194
1546210355,193,248
1546212249,192,168
1546213946,181,181
1546215649,159,192
1546218730,160,364
1546220201,204,260
1546221891,214,160
1546223555,226,178
1546226670,204,206
1546232919,218,603
1546234596,196,445
1546241797,201,0
1546245389,198,0
1546246838,226,0
1546251157,227,209
1546254757,198,0
1546255938,205,0
1546257621,181,191
1546260038,223,177
1546265081,188,598
