DateTime,Entries,UniqueIPs
1514657839,92,95
1514743219,91,95
1514794088,48,50
1514829375,82,89
1514914570,80,87
1515000981,49,50
1515088821,46,50
1515174734,91,96
1515260410,87,94
1515349217,49,50
1515435377,90,93
1515522017,50,50
1515608655,49,50
1515695297,50,50
1515780495,91,92
1515866423,89,90
1515954982,49,50
1516040653,92,93
1516125611,93,94
1516211778,99,99
1516301301,49,50
1516384825,89,93
1516470507,92,97
1516558814,50,50
1516643528,89,91
1516732334,49,50
1516817778,90,93
1516906338,43,50
1516991789,86,95
1517079375,49,50
1517164574,90,91
1517250013,96,96
1517336175,95,96
1517424745,49,50
1517510661,96,97
1517595614,91,95
1517682013,86,95
1517767935,87,94
1517856975,48,50
1517941942,89,93
1518026652,94,97
1518115699,49,50
1518202824,47,50
1518289698,49,50
1518372494,91,93
1518459378,49,50
1518546015,49,50
1518632900,47,50
1518721231,48,50
1518804734,91,95
1518891130,90,95
1518979212,49,50
1519064170,90,94
1519150820,49,50
1519237217,89,96
1519325057,48,50
1519411208,87,91
1519497133,89,93
1519583525,91,96
1519673055,47,50
1519755851,92,96
1519846097,47,50
1519932017,91,95
1520017453,91,94
1520102657,93,95
1520187853,92,95
1520277848,47,50
1520363050,90,93
1520448732,94,94
1520533931,95,96
1520622495,49,50
1520707941,96,98
1520793856,92,92
1520879774,92,93
1520966021,95,95
1521055938,49,50
1521141377,97,98
1521226090,92,94
1521315382,49,50
1521400091,94,96
1521485051,95,97
1521574330,46,50
1521659294,81,90
1521744253,82,90
1521830409,84,90
1521919459,48,50
1522004887,84,92
1522090333,84,92
1522179368,50,50
1522262898,87,90
1522352413,45,50
1522439058,47,50
1522525210,70,80
1522610410,80,90
1522696087,85,90
1522785385,49,50
1522869132,83,90
1522956768,44,50
1523043857,46,50
1523129533,77,84
1523214253,87,91
1523302814,49,50
1523388980,92,97
1523474175,87,96
1523563221,48,50
1523649616,92,96
1523734333,91,96
1523821689,47,50
1523907614,79,85
1523992335,82,93
1524081376,50,50
1524168019,96,96
1524253689,98,98
1524338896,97,99
1524424095,93,96
1524513376,49,50
1524598812,97,98
1524684742,96,97
1524770180,96,98
1524855854,94,97
1524945375,48,50
1525030813,94,98
1526573536,49,50
1526658485,89,97
1526744172,88,96
1526828886,88,92
1526917456,49,50
1527000493,89,92
1527090253,44,50
1527175931,84,96
1527261374,90,95
1527288498,50,50
1527288498,50,50
1527294040,50,50
1527294040,50,50
1527298592,50,50
1527298592,50,50
1527298592,50,50
1527302675,50,50
1527302675,50,50
1527302675,50,50
1527302675,50,50
1527307713,50,50
1527307713,50,50
1527307713,50,50
1527311794,50,50
1527311794,50,50
1527311794,50,50
1527316112,50,50
1527316112,50,50
1527316112,50,50
1527316112,50,50
1527320440,50,50
1527320440,50,50
1527320440,50,50
1527320440,50,50
1527324754,50,50
1527324754,50,50
1527324754,50,50
1527324754,50,50
1527329319,50,50
1527329319,50,50
1527329319,50,50
1527329319,50,50
1527333874,50,50
1527333874,50,50
1527333874,50,50
1527333874,50,50
1527338673,50,50
1527338673,50,50
1527338673,50,50
1527338673,50,50
1527342990,50,50
1527342990,50,50
1527342990,50,50
1527347070,93,95
