DateTime,Entries,UniqueIPs
1545729401,6202,6325
1545731295,6203,6324
1545733209,6192,6312
1545735128,6180,6300
1545737051,6189,6309
1545738987,6176,6296
1545740907,6161,6281
1545742819,6153,6274
1545744734,6149,6269
1545746675,6140,6260
1545748569,6134,6254
1545750493,6123,6243
1545752412,6118,6238
1545754379,6116,6236
1545756281,6118,6238
1545758180,6121,6240
1545760096,6120,6238
1545762017,6119,6239
1545763931,6129,6249
1545765851,6140,6260
1545768022,6131,6251
1545769941,6130,6251
1545771884,6136,6257
1545774015,6135,6256
1545775958,6123,6244
1545777848,6121,6242
1545779769,6112,6233
1545781969,6125,6247
1545783855,6127,6250
1545785772,6125,6248
1545789639,6095,6219
1545791538,6107,6231
1545793485,6103,6227
1545795371,6107,6231
1545797574,6112,6236
1545799479,6099,6223
1545803296,6081,6203
1545805221,6076,6196
1545807146,6091,6211
1545809049,6103,6223
1545811218,6063,6183
1545813137,6084,6204
1545815082,6072,6192
1545816997,6061,6181
1545819141,6058,6179
1545821067,6064,6185
1545823225,6053,6174
1545825158,6037,6157
1545827050,6041,6161
1545828986,6016,6136
1545830888,6001,6121
1545832822,5982,6102
1545834761,5975,6095
1545836651,5960,6079
1545838833,5922,6041
1545840776,5909,6028
1545842652,5930,6049
1545844572,5929,6049
1545846735,5925,6047
1545848671,5893,6015
1545850593,5874,5996
1545852498,5855,5974
1545854418,5838,5957
1545856341,5847,5966
1545858254,5831,5950
1545860191,5804,5923
1545862095,5810,5931
1545865929,5796,5917
1545867872,5794,5915
1545870043,5793,5914
1545871934,5788,5909
1545874096,5784,5906
1545876269,5775,5897
1545878191,5767,5890
1545880094,5766,5889
1545882255,5752,5875
1545884060,5771,5894
1545885870,5767,5891
1545887771,5773,5897
1545889935,5769,5893
1545891851,5780,5906
1545893786,5768,5894
1545896026,5755,5880
1545897856,5770,5895
1545899791,5757,5882
1545901691,5772,5898
1545903609,5771,5897
1545905556,5762,5888
1545907694,5764,5890
1545909630,5762,5888
1545911536,5769,5895
1545913475,5770,5896
1545915363,5762,5888
1545917538,5753,5879
1545919469,5748,5874
1545923320,5723,5848
1545925229,5743,5866
1545927400,5753,5877
1545929296,5762,5886
1545931219,5755,5879
1545933145,5750,5874
1545935047,5755,5879
1545936985,5749,5873
1545938884,5745,5869
1545940816,5747,5871
1545942759,5751,5876
1545944919,5755,5880
1545946809,5765,5890
1545948737,5761,5886
1545950678,5761,5886
1545952581,5758,5883
1545954514,5750,5875
1545956428,5757,5882
1545958334,5756,5881
1545960272,5758,5883
1545962431,5774,5899
1545964353,5787,5912
1545966276,5796,5921
1545968460,5796,5920
1545970345,5799,5923
1545972274,5794,5918
1545974171,5796,5921
1545976358,5808,5934
1545978252,5814,5940
1545980436,5811,5936
1545982390,5816,5941
1545984252,5823,5949
1545986166,5819,5945
1545988358,5819,5945
1545990251,5816,5942
1545992192,5811,5937
1545994333,5816,5942
1545996252,5823,5949
1545998187,5841,5968
1546000092,5824,5950
1546002764,5819,5945
1546004675,5813,5939
1546008739,5817,5944
1546010650,5829,5957
1546012836,5809,5937
1546014740,5808,5934
1546016670,5811,5937
1546018570,5822,5949
1546020739,5831,5958
1546022656,5834,5962
1546024601,5826,5952
1546026493,5838,5964
1546028411,5840,5966
1546030353,5835,5960
1546032281,5840,5965
1546034166,5852,5977
1546036117,5857,5982
1546038036,5846,5971
1546039956,5838,5963
1546041853,5830,5955
1546044023,5824,5949
1546046177,5802,5927
1546050254,5784,5908
1546052171,5778,5902
1546054339,5767,5891
1546056273,5767,5891
1546058425,5749,5874
1546060354,5752,5877
1546062257,5761,5886
1546064438,5773,5898
1546066358,5786,5911
1546068255,5788,5913
1546070443,5781,5905
1546072337,5772,5896
1546074266,5757,5881
1546076187,5765,5889
1546078124,5764,5888
1546080032,5758,5883
1546081943,5753,5878
1546083870,5751,5876
1546085779,5739,5864
1546087938,5737,5861
1546089855,5736,5859
1546091786,5726,5849
1546093688,5739,5862
1546095635,5725,5846
1546097552,5730,5850
1546101399,5700,5820
1546103535,5702,5822
1546105449,5706,5828
1546107389,5710,5832
1546109532,5708,5829
1546111456,5711,5832
1546113386,5712,5832
1546115290,5710,5830
1546117237,5705,5822
1546119134,5700,5817
1546121056,5716,5833
1546123001,5716,5833
1546125156,5724,5841
1546127049,5718,5832
1546129239,5734,5848
1546131133,5745,5859
1546133294,5749,5864
1546135241,5746,5861
1546139074,5719,5834
1546140968,5726,5841
1546143182,5724,5839
1546145078,5728,5841
1546146980,5734,5846
1546149158,5741,5852
1546151052,5758,5868
1546152997,5755,5865
1546154891,5746,5856
1546156857,5744,5853
1546158757,5740,5849
1546162838,5729,5838
1546164733,5715,5823
1546166676,5714,5822
1546168576,5715,5823
1546170499,5717,5825
1546172420,5712,5820
